categorias,codigo_categoria,codigo_cliente_fornecedor,codigo_lancamento_integracao,codigo_lancamento_omie,codigo_tipo_documento,data_emissao,data_previsao,data_registro,data_vencimento,distribuicao,id_conta_corrente,id_origem,nCodOS,numero_documento,numero_documento_fiscal,numero_parcela,numero_pedido,operacao,retem_cofins,retem_csll,retem_inss,retem_ir,retem_iss,retem_pis,status_titulo,tipo_agrupamento,valor_cofins,valor_csll,valor_documento,valor_ir,valor_pis,boleto.cGerado,boleto.cNumBancario,boleto.cNumBoleto,boleto.dDtEmBol,boleto.nPerJuros,boleto.nPerMulta,info.cImpAPI,info.dAlt,info.dInc,info.hAlt,info.hInc,info.uAlt,info.uInc,cNumeroContrato,codigo_barras_ficha_compensacao,bloqueado,bloquear_baixa,valor_iss,bloquear_exclusao,codigo_vendedor,Minha Empresa Nome,Minha Empresa CNPJ
"[{'codigo_categoria': '1.01.97', 'percentual': 76.836481, 'valor': 497.57}, {'codigo_categoria': '1.04.99', 'percentual': 23.163519, 'valor': 150}]",,1800441046,,2069780775,BOL,03/07/2023,21/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 64.76}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 64.76}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 80.95}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 129.51}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 129.51}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 129.51}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 48.57}]",1801365323,VENR,2069778742.0,"RPS 203, 1955",202300000000921,001/001,2122,01,N,N,N,N,N,N,RECEBIDO,I,,,647.57,,,S,109/00292268-2,292268,21/07/2023,1,2,N,24/07/2023,03/07/2023,08:54:18,17:10:56,P000424166,P000424166,487,34191.09008 29226.820321 89964.000007 1 94180000064757,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 76.936737, 'valor': 333.59}, {'codigo_categoria': '1.04.99', 'percentual': 23.063263, 'valor': 100}]",,1800441025,,2069780853,BOL,03/07/2023,25/07/2023,03/07/2023,25/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 43.36}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 43.36}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 54.2}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 86.72}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 86.72}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 86.72}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 32.51}]",1801365323,VENR,2069778759.0,"RPS 204, 1956",202300000000922,001/001,2123,01,N,N,N,N,N,N,RECEBIDO,I,,,433.59,,,S,109/00292269-0,292269,03/07/2023,1,2,N,26/07/2023,03/07/2023,08:49:36,17:11:26,P000424166,P000424166,423,34191.09008 29226.900321 89964.000007 1 94220000043359,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 308.97}]",1.01.02,1800441059,,2069780906,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 30.9}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 30.9}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 38.62}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 61.79}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 61.79}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 61.79}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 23.18}]",1801365323,VENR,2069778783.0,RPS 1957,202300000000923,001/001,2124,01,N,N,N,N,N,N,RECEBIDO,I,,,308.97,,,S,109/00292270-8,292270,03/07/2023,1,2,N,18/07/2023,03/07/2023,09:03:28,17:11:52,P000424166,P000424166,508,34191.09008 29227.080321 89964.000007 3 94140000030897,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441075,,2069780995,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069778805.0,RPS 1958,202300000000924,001/001,2125,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292271-6,292271,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:16,17:12:17,P000424166,P000424166,541,34191.09008 29227.160321 89964.000007 4 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 569.43}]",1.01.02,1800441033,,2069781080,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 56.94}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 56.94}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 71.18}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 113.89}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 113.89}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 113.89}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 42.7}]",1801365323,VENR,2069778810.0,RPS 1959,202300000000925,001/001,2126,01,N,N,N,N,N,N,RECEBIDO,I,,,569.43,,,S,109/00292272-4,292272,03/07/2023,1,2,N,18/07/2023,03/07/2023,09:03:28,17:12:50,P000424166,P000424166,460,34191.09008 29227.240321 89964.000007 3 94140000056943,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441080,,2069781128,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069778817.0,RPS 1960,202300000000926,001/001,2127,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292273-2,292273,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:16,17:13:17,P000424166,P000424166,542,34191.09008 29227.320321 89964.000007 5 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 189.81}]",1.01.02,1801298103,,2069781190,BOL,03/07/2023,18/08/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 18.98}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 18.98}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 23.73}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 37.96}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 37.96}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 37.96}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 14.24}]",1801365323,VENR,2069778836.0,RPS 1961,202300000000927,001/001,2128,01,N,N,N,N,N,N,RECEBIDO,I,,,189.81,,,S,109/00292274-0,292274,18/08/2023,1,2,N,21/08/2023,03/07/2023,08:53:20,17:13:40,P000424166,P000424166,468,34191.09008 29227.400321 89964.000007 4 94460000018981,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441086,,2069781245,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069778854.0,RPS 1962,202300000000928,001/001,2129,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292275-7,292275,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:15,17:13:59,P000424166,P000424166,543,34191.09008 29227.570321 89964.000007 9 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 631.45}]",1.01.02,1833965036,,2069781330,BOL,03/07/2023,25/07/2023,03/07/2023,25/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 63.15}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 63.15}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 78.93}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 126.29}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 126.29}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 126.29}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 47.35}]",1801365323,VENR,2069778865.0,RPS 1963,202300000000929,001/001,2130,01,N,N,N,N,N,N,RECEBIDO,I,,,631.45,,,S,109/00292276-5,292276,03/07/2023,1,2,N,25/07/2023,03/07/2023,08:47:59,17:14:42,P000424166,P000424166,477,34191.09008 29227.650321 89964.000007 2 94220000063145,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1801298111,,2069781351,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069778883.0,RPS 1964,202300000000930,001/001,2131,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292277-3,292277,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:15,17:15:03,P000424166,P000424166,547,34191.09008 29227.730321 89964.000007 1 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441114,,2069781384,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069778899.0,RPS 1965,202300000000931,001/001,2132,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292278-1,292278,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:15,17:15:23,P000424166,P000424166,549,34191.09008 29227.810321 89964.000007 5 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 660.12}]",1.01.02,1800441037,,2069781524,BOL,03/07/2023,26/07/2023,03/07/2023,26/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 66.01}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 66.01}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 82.52}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 132.02}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 132.02}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 132.02}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 49.52}]",1801365323,VENR,2069778900.0,RPS 1966,202300000000932,001/001,2133,01,N,N,N,N,N,N,RECEBIDO,I,,,660.12,,,S,109/00292279-9,292279,03/07/2023,1,2,N,27/07/2023,03/07/2023,08:44:22,17:15:51,P000487600,P000424166,484,34191.09008 29227.990321 89964.000007 8 94230000066012,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441118,,2069781621,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069778918.0,RPS 1967,202300000000933,001/001,2134,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292280-7,292280,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:14,17:16:24,P000424166,P000424166,550,34191.09008 29228.070321 89964.000007 7 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 626.37}]",1.01.02,1954148886,,2069781712,BOL,03/07/2023,10/07/2023,03/07/2023,10/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 62.64}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 62.64}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 78.3}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 125.27}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 125.27}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 125.27}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 46.98}]",1801365323,VENR,2069778949.0,RPS 1968,202300000000934,001/001,2136,01,N,N,N,N,N,N,CANCELADO,I,,,626.37,,,N,,,,1,2,N,18/08/2023,03/07/2023,11:18:00,17:16:54,P000424166,P000424166,501,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 95.96662, 'valor': 2760}, {'codigo_categoria': '1.04.99', 'percentual': 4.03338, 'valor': 116}]",,1800441133,,2069781976,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 7.692308, 'nValDep': 221.23}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 7.692308, 'nValDep': 221.23}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 9.615385, 'nValDep': 276.54}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 15.384615, 'nValDep': 442.46}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 15.384615, 'nValDep': 442.46}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 38.461538, 'nValDep': 1106.15}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5.769231, 'nValDep': 165.93}]",1801365323,VENR,2069778948.0,"RPS 205, 1969",202300000000935,001/001,2135,01,S,S,N,S,N,S,RECEBIDO,I,82.8,27.6,2876.0,41.4,17.94,S,109/00292282-3,292282,03/07/2023,1,2,N,20/07/2023,03/07/2023,10:15:10,17:17:29,P000424166,P000424166,579,34191.09008 29228.230321 89964.000007 1 94140000270626,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 296.54}]",1.01.02,1800441067,,2069782335,BOL,03/07/2023,11/08/2023,03/07/2023,05/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 29.65}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 29.65}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 37.07}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 59.31}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 59.31}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 59.31}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 22.24}]",1801365323,VENR,2069778964.0,RPS 1970,202300000000936,001/001,2137,01,N,N,N,N,N,N,RECEBIDO,I,,,296.54,,,S,109/00292283-1,292283,08/08/2023,1,2,N,14/08/2023,03/07/2023,09:39:59,17:18:02,P000424166,P000424166,517,34191.09008 29228.310321 89964.000007 3 94390000029654,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 93.180482, 'valor': 1585}, {'codigo_categoria': '1.04.99', 'percentual': 6.819518, 'valor': 116}]",,1800441138,,2069782688,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 6.309148, 'nValDep': 107.32}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 6.309148, 'nValDep': 107.32}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 7.886435, 'nValDep': 134.15}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 12.618297, 'nValDep': 214.64}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 12.618297, 'nValDep': 214.64}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 49.526814, 'nValDep': 842.45}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 4.731861, 'nValDep': 80.48}]",1801365323,VENR,2069778985.0,"RPS 206, 1971",202300000000937,001/001,2138,01,S,S,N,S,N,S,RECEBIDO,I,47.55,15.85,1701.0,23.78,10.3,S,109/00292284-9,292284,03/07/2023,1,2,N,14/07/2023,03/07/2023,08:52:48,17:18:40,P000424166,P000424166,581,34191.09008 29228.490321 89964.000007 4 94140000160352,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441090,,2069783009,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069778994.0,RPS 1972,202300000000938,001/001,2139,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292285-6,292285,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:14,17:19:12,P000424166,P000424166,544,34191.09008 29228.560321 89964.000007 7 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441094,,2069783262,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069779044.0,RPS 1973,202300000000939,001/001,2141,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292286-4,292286,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:14,17:19:36,P000424166,P000424166,545,34191.09008 29228.640321 89964.000007 2 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 97.529813, 'valor': 4580}, {'codigo_categoria': '1.04.99', 'percentual': 2.470187, 'valor': 116}]",,1801298119,,2069783466,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 7.641921, 'nValDep': 358.86}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 7.641921, 'nValDep': 358.86}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 9.552402, 'nValDep': 448.58}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 15.283843, 'nValDep': 717.73}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 15.283843, 'nValDep': 717.73}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 38.864629, 'nValDep': 1825.08}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5.731441, 'nValDep': 269.16}]",1801365323,VENR,2069779039.0,"RPS 207, 1974",202300000000940,001/001,2140,01,S,S,N,S,N,S,RECEBIDO,I,137.4,45.8,4696.0,68.7,29.77,S,109/00292287-2,292287,03/07/2023,1,2,N,14/07/2023,03/07/2023,08:52:48,17:19:57,P000424166,P000424166,584,34191.09008 29228.720321 89964.000007 2 94140000441433,,,,,,E-contábil,42.974.955/0001-90
